,Anchors,Precisions,Classes,Predicted Sales,Dates,ESales
10,"['PromoOpen <= 24160.25', 'Promo = No', 'Assortment = Basic', 'Promo2SinceYear <= 2013.00', '330.00 < CompetitionDistance <= 1700.00', 'Month = Jul', 'CompetitionOpenSinceYear <= 2007.00', 'Promo2SinceWeek > 0.00']",0.762278978388998,2.0,4334.5933,2015-07-20,4435
11,"['Promo = No', 'Assortment = Basic', 'DayOfWeek = Sunday', 'CompetitionOpenSinceMonth > 10.00', 'Month = Jul', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'CompetitionDistance > 330.00']",0.7835888187556357,2.0,2901.8,2015-07-18,3417
12,"['330.00 < CompetitionDistance <= 870.00', 'CompetitionOpenSinceMonth > 9.00', 'PromoOpen <= 24160.25', 'DayOfWeek = Saturday', 'Month = Jul', 'Assortment = Basic', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'Promo = Yes', '2009.00 < Promo2SinceYear <= 2011.00', 'Promo2SinceWeek <= 35.00']",0.7630415561450045,3.0,5142.384,2015-07-17,4518
13,"['PromoOpen <= 24160.25', 'CompetitionOpenSinceMonth > 10.00', 'DayOfWeek = Friday', '0.00 < CompetitionOpenSinceYear <= 2007.00', '330.00 < CompetitionDistance <= 870.00', 'Assortment = Basic', '2009.00 < Promo2SinceYear <= 2011.00', 'Promo = Yes', '5.00 < Promo2SinceWeek <= 14.00']",0.8158192090395481,3.0,5636.0464,2015-07-16,5062
14,"['2005.00 < CompetitionOpenSinceYear <= 2007.00', 'DayOfWeek = Thursday', 'Promo = Yes', 'CompetitionOpenSinceMonth > 10.00', 'Assortment = Basic', 'Month = Jul', '330.00 < CompetitionDistance <= 870.00', 'PromoOpen <= 24160.25', 'Promo2SinceWeek <= 14.00']",0.940754039497307,4.0,6236.922,2015-07-15,6406
15,"['330.00 < CompetitionDistance <= 870.00', 'Promo = Yes', 'Assortment = Basic', 'Promo2SinceWeek > 0.00', 'PromoOpen <= 24160.25', 'DayOfWeek = Wednesday', 'Promo2SinceYear <= 2013.00', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'CompetitionOpenSinceMonth > 10.00']",0.8403141361256544,4.0,6450.5312,2015-07-14,6122
16,"['5.00 < Promo2SinceWeek <= 14.00', 'Promo = Yes', '2009.00 < Promo2SinceYear <= 2011.00', '48.00 < PromoOpen <= 24160.25', '330.00 < CompetitionDistance <= 2960.00', 'Month = Jul', '2005.00 < CompetitionOpenSinceYear <= 2010.00', 'DayOfWeek = Tuesday', 'Assortment = Basic']",0.6159722222222223,5.0,7472.6226,2015-07-13,6874
17,"['Promo = No', 'Assortment = Basic', 'DayOfWeek = Sunday', 'CompetitionOpenSinceMonth > 10.00', 'CompetitionOpenSinceYear <= 2007.00', 'Month = Jul', 'Promo2SinceYear <= 2013.00', 'CompetitionDistance > 330.00']",0.7666928515318147,2.0,2901.8,2015-07-11,2677
18,"['Promo = No', 'PromoOpen <= 24160.25', 'Assortment = Basic', '330.00 < CompetitionDistance <= 1700.00', 'Promo2SinceWeek > 0.00', 'Promo2SinceYear <= 2011.00', 'Month = Jul', 'CompetitionOpenSinceYear <= 2007.00']",0.7921146953405018,2.0,3950.5803,2015-07-10,4384
19,"['PromoOpen <= 24160.25', 'Promo = No', 'Assortment = Basic', 'Promo2SinceYear <= 2013.00', '330.00 < CompetitionDistance <= 1700.00', 'Promo2SinceWeek > 5.00', 'Month = Jul', 'CompetitionOpenSinceYear <= 2010.00']",0.7679938744257274,2.0,4139.6953,2015-07-09,4082
20,"['Promo = No', 'Assortment = Basic', 'PromoOpen <= 24160.25', '330.00 < CompetitionDistance <= 1700.00', 'Promo2SinceWeek > 0.00', 'Promo2SinceYear <= 2011.00', 'CompetitionOpenSinceYear <= 2010.00', 'DayOfWeek = Thursday']",0.7511210762331838,2.0,4308.865,2015-07-08,5676
21,"['Promo = No', 'PromoOpen <= 24160.25', 'DayOfWeek = Wednesday', 'Assortment = Basic', 'Month = Jul', '330.00 < CompetitionDistance <= 1700.00', 'Promo2SinceWeek > 5.00', 'Promo2SinceYear <= 2011.00']",0.8052287581699347,2.0,4033.3591,2015-07-07,4313
22,"['Assortment = Basic', 'Promo = No', '330.00 < CompetitionDistance <= 1700.00', 'PromoOpen <= 24160.25', 'Month = Jul', 'CompetitionOpenSinceYear <= 2007.00', 'Promo2SinceYear <= 2011.00', 'Promo2SinceWeek > 5.00']",0.7506053268765133,2.0,4334.5933,2015-07-06,4132
23,"['Promo = No', 'DayOfWeek = Sunday', 'Assortment = Basic', 'CompetitionOpenSinceMonth > 10.00', 'Month = Jul', 'Promo2SinceYear <= 2013.00', 'Promo2SinceWeek > 0.00', 'CompetitionOpenSinceYear > 0.00', 'CompetitionDistance > 330.00']",0.7779005524861878,2.0,2901.8,2015-07-04,4475
24,"['CompetitionOpenSinceMonth > 10.00', '330.00 < CompetitionDistance <= 870.00', 'Assortment = Basic', 'DayOfWeek = Saturday', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'Promo2SinceYear > 2009.00', 'Promo = Yes', '10.50 < PromoOpen <= 24160.25']",0.8791018998272885,3.0,5142.384,2015-07-03,4838
25,"['330.00 < CompetitionDistance <= 870.00', 'DayOfWeek = Friday', 'Assortment = Basic', 'Promo2SinceWeek > 5.00', 'CompetitionOpenSinceMonth > 10.00', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'Promo2SinceYear <= 2013.00', '10.50 < PromoOpen <= 24178.00', 'Promo = Yes']",0.8064516129032258,3.0,5636.0464,2015-07-02,6189
26,"['330.00 < CompetitionDistance <= 870.00', 'CompetitionOpenSinceMonth > 10.00', 'Promo = Yes', 'DayOfWeek = Thursday', '5.00 < Promo2SinceWeek <= 14.00', 'Assortment = Basic', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'PromoOpen > 10.50']",0.8415841584158416,4.0,6236.922,2015-07-01,6431
27,"['CompetitionOpenSinceMonth > 10.00', 'Promo = Yes', 'DayOfWeek = Wednesday', '5.00 < Promo2SinceWeek <= 14.00', '48.00 < PromoOpen <= 24160.25', '330.00 < CompetitionDistance <= 870.00', 'Month = Jun', '2009.00 < Promo2SinceYear <= 2013.00', '2005.00 < CompetitionOpenSinceYear <= 2007.00']",0.6552154903185509,5.0,7181.941,2015-06-30,9863
28,"['Promo = Yes', '5.00 < Promo2SinceWeek <= 14.00', 'CompetitionOpenSinceMonth > 10.00', 'Month = Jun', '330.00 < CompetitionDistance <= 870.00', '48.00 < PromoOpen <= 24160.25', '2009.00 < Promo2SinceYear <= 2011.00', '0.00 < CompetitionOpenSinceYear <= 2010.00', 'Assortment = Basic', 'DayOfWeek = Tuesday']",0.8823529411764706,5.0,8367.2,2015-06-29,7961
29,"['Promo = No', 'DayOfWeek = Sunday', 'Assortment = Basic', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'CompetitionOpenSinceMonth > 10.00', '330.00 < CompetitionDistance <= 5290.00', 'PromoOpen <= 24160.25']",0.7617107942973523,2.0,3039.567,2015-06-27,2404
30,"['PromoOpen <= 24160.25', 'Promo = No', 'Assortment = Basic', 'Promo2SinceWeek > 0.00', 'Promo2SinceYear <= 2013.00', '330.00 < CompetitionDistance <= 870.00', 'CompetitionOpenSinceYear <= 2007.00', 'CompetitionOpenSinceMonth > 6.00']",0.846815834767642,2.0,4116.7373,2015-06-26,3953
31,"['Promo = No', 'Assortment = Basic', 'CompetitionOpenSinceMonth > 10.00', 'CompetitionOpenSinceYear <= 2007.00', '330.00 < CompetitionDistance <= 870.00', 'Promo2SinceYear <= 2013.00', 'Month = Jun', 'Promo2SinceWeek > 5.00']",0.7573812580231065,2.0,4119.0117,2015-06-25,4022
32,"['Promo = No', 'PromoOpen <= 24160.25', 'Assortment = Basic', 'CompetitionOpenSinceYear <= 2007.00', 'CompetitionOpenSinceMonth > 10.00', '330.00 < CompetitionDistance <= 870.00', 'DayOfWeek = Thursday', '2009.00 < Promo2SinceYear <= 2011.00', 'Promo2SinceWeek > 5.00', 'Month = Jun']",0.9932885906040269,2.0,4434.2905,2015-06-24,4805
33,"['PromoOpen <= 24160.25', 'Promo = No', 'Assortment = Basic', 'DayOfWeek = Wednesday', '330.00 < CompetitionDistance <= 1700.00', 'CompetitionOpenSinceYear <= 2007.00', 'Promo2SinceWeek > 0.00', 'Promo2SinceYear <= 2011.00']",0.7863534675615212,2.0,4305.34,2015-06-23,4094
34,"['PromoOpen <= 24160.25', 'Promo = No', 'Assortment = Basic', '0.00 < Promo2SinceWeek <= 14.00', '330.00 < CompetitionDistance <= 1700.00', '0.00 < CompetitionOpenSinceYear <= 2010.00', 'Promo2SinceYear <= 2011.00']",0.765,2.0,4407.7354,2015-06-22,4123
35,"['Promo = No', 'PromoOpen <= 24160.25', 'Assortment = Basic', 'DayOfWeek = Sunday', 'CompetitionOpenSinceMonth > 10.00', '330.00 < CompetitionDistance <= 870.00', 'Promo2SinceYear <= 2013.00']",0.8082191780821918,2.0,2992.296,2015-06-20,3020
36,"['Assortment = Basic', 'Month = Jun', 'PromoOpen <= 24160.25', 'CompetitionOpenSinceMonth > 10.00', '330.00 < CompetitionDistance <= 870.00', 'DayOfWeek = Saturday', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'Promo2SinceYear <= 2011.00', 'Promo = Yes', '0.00 < Promo2SinceWeek <= 14.00']",0.7953257790368272,3.0,5387.457,2015-06-19,4926
37,"['0.00 < Promo2SinceWeek <= 35.00', 'DayOfWeek = Friday', 'CompetitionOpenSinceMonth > 9.00', 'Assortment = Basic', 'PromoOpen <= 24160.25', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'Promo2SinceYear <= 2013.00', '330.00 < CompetitionDistance <= 870.00', 'Promo = Yes']",0.8166479190101237,3.0,5554.376,2015-06-18,5154
38,"['330.00 < CompetitionDistance <= 870.00', 'Promo = Yes', 'DayOfWeek = Thursday', 'Assortment = Basic', 'Promo2SinceWeek > 0.00', 'CompetitionOpenSinceMonth > 10.00', 'CompetitionOpenSinceYear > 2005.00', 'PromoOpen > 48.00', 'Promo2SinceYear <= 2011.00']",0.7879548306148055,4.0,6378.3735,2015-06-17,6924
39,"['330.00 < CompetitionDistance <= 870.00', 'Promo = Yes', 'Promo2SinceYear > 2009.00', 'PromoOpen <= 24160.25', 'Assortment = Basic', 'DayOfWeek = Wednesday', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'CompetitionOpenSinceMonth > 9.00', 'Promo2SinceWeek > 5.00']",0.7954545454545454,4.0,6898.7803,2015-06-16,6243
40,"['48.00 < PromoOpen <= 24160.25', 'Promo = Yes', 'CompetitionOpenSinceMonth > 10.00', '2009.00 < Promo2SinceYear <= 2011.00', '330.00 < CompetitionDistance <= 870.00', 'Month = Jun', '5.00 < Promo2SinceWeek <= 14.00', 'CompetitionOpenSinceYear <= 2007.00', 'DayOfWeek = Tuesday', 'Assortment = Basic']",0.9230769230769231,5.0,8148.5596,2015-06-15,8106
41,"['Promo = No', 'DayOfWeek = Sunday', 'Assortment = Basic', 'CompetitionOpenSinceMonth > 10.00', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'Promo2SinceYear <= 2013.00', '330.00 < CompetitionDistance <= 5290.00']",0.7797672336615935,2.0,2992.296,2015-06-13,2574
42,"['PromoOpen <= 24160.25', 'Promo = No', 'Assortment = Basic', '330.00 < CompetitionDistance <= 870.00', '5.00 < Promo2SinceWeek <= 35.00', 'Promo2SinceYear <= 2011.00', '0.00 < CompetitionOpenSinceYear <= 2007.00']",0.7633390705679862,2.0,4081.063,2015-06-12,3539
43,"['PromoOpen <= 24160.25', 'Promo = No', 'Assortment = Basic', '330.00 < CompetitionDistance <= 870.00', 'Promo2SinceWeek > 5.00', '2009.00 < Promo2SinceYear <= 2011.00', '0.00 < CompetitionOpenSinceYear <= 2007.00', 'DayOfWeek = Friday']",0.7668292682926829,2.0,4100.891,2015-06-11,4240
44,"['Promo = No', 'DayOfWeek = Thursday', '2009.00 < Promo2SinceYear <= 2013.00', 'Assortment = Basic', '330.00 < CompetitionDistance <= 1700.00', 'PromoOpen <= 24160.25', 'CompetitionOpenSinceYear <= 2007.00', 'Promo2SinceWeek > 0.00', 'CompetitionOpenSinceMonth > 6.00']",0.7708108108108108,2.0,4447.227,2015-06-10,5035
45,"['PromoOpen <= 24160.25', 'Promo = No', 'DayOfWeek = Wednesday', '330.00 < CompetitionDistance <= 1700.00', 'Assortment = Basic', 'Promo2SinceWeek > 5.00', 'Promo2SinceYear <= 2011.00', 'CompetitionOpenSinceYear <= 2010.00']",0.7721518987341772,2.0,4274.759,2015-06-09,4097
46,"['Assortment = Basic', 'Promo = No', 'CompetitionOpenSinceMonth > 10.00', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'Promo2SinceYear <= 2013.00', '330.00 < CompetitionDistance <= 870.00', 'Promo2SinceWeek > 0.00']",0.799407114624506,2.0,4370.0815,2015-06-08,3918
47,"['DayOfWeek = Sunday', 'Assortment = Basic', 'Promo = No', 'CompetitionOpenSinceMonth > 9.00', '2005.00 < CompetitionOpenSinceYear <= 2007.00', '330.00 < CompetitionDistance <= 870.00']",0.8803418803418803,2.0,2992.296,2015-06-06,2641
48,"['330.00 < CompetitionDistance <= 870.00', '0.00 < CompetitionOpenSinceYear <= 2007.00', 'CompetitionOpenSinceMonth > 10.00', 'DayOfWeek = Saturday', 'Assortment = Basic', 'Promo2SinceYear <= 2011.00', 'Promo2SinceWeek <= 35.00', 'PromoOpen <= 24160.25', 'Promo = Yes']",0.8007518796992481,3.0,5387.457,2015-06-05,4938
49,"['5.00 < Promo2SinceWeek <= 14.00', '2009.00 < Promo2SinceYear <= 2011.00', '330.00 < CompetitionDistance <= 870.00', 'DayOfWeek = Friday', '29.00 < PromoOpen <= 24160.25', 'Assortment = Basic', '2005.00 < CompetitionOpenSinceYear <= 2007.00', 'Month = Jun', 'Promo = Yes']",0.5384047267355982,3.0,5554.376,2015-06-04,5810
50,"['330.00 < CompetitionDistance <= 870.00', 'PromoOpen > 48.00', 'DayOfWeek = Thursday', 'Promo = Yes', 'Assortment = Basic', 'Promo2SinceYear > 0.00', 'CompetitionOpenSinceMonth > 9.00', 'CompetitionOpenSinceYear > 2005.00']",0.7695035460992907,4.0,6378.3735,2015-06-03,6682
51,"['330.00 < CompetitionDistance <= 870.00', 'Promo = Yes', 'CompetitionOpenSinceMonth > 10.00', 'Assortment = Basic', '0.00 < Promo2SinceWeek <= 14.00', 'DayOfWeek = Wednesday', 'CompetitionOpenSinceYear <= 2007.00', '10.50 < PromoOpen <= 24160.25']",0.8081918081918081,4.0,6898.7803,2015-06-02,7099
52,"['48.00 < PromoOpen <= 24160.25', 'Promo = Yes', 'CompetitionOpenSinceMonth > 10.00', 'Promo2SinceWeek > 5.00', '330.00 < CompetitionDistance <= 870.00', 'Month = Jun', '2009.00 < Promo2SinceYear <= 2013.00', 'CompetitionOpenSinceYear <= 2010.00', 'DayOfWeek = Tuesday', 'Assortment = Basic']",0.9022177419354839,5.0,8148.5596,2015-06-01,6629
